Timestamp,Frame,Class,Confidence,People Count
2025-10-22 21:51:02,1,person,0.82,1
2025-10-22 21:51:02,2,person,0.83,1
2025-10-22 21:51:02,3,person,0.83,1
2025-10-22 21:51:02,4,person,0.84,1
2025-10-22 21:51:02,5,person,0.86,1
2025-10-22 21:51:02,6,person,0.85,1
2025-10-22 21:51:02,7,person,0.84,1
2025-10-22 21:51:02,7,person,0.80,2
2025-10-22 21:51:03,8,person,0.82,1
2025-10-22 21:51:03,9,person,0.83,1
2025-10-22 21:51:03,10,person,0.83,1
2025-10-22 21:51:03,11,person,0.81,1
2025-10-22 21:51:03,12,person,0.82,1
2025-10-22 21:51:03,13,person,0.81,1
2025-10-22 21:51:03,14,person,0.82,1
2025-10-22 21:51:03,15,person,0.82,1
2025-10-22 21:51:04,16,person,0.82,1
2025-10-22 21:51:04,17,person,0.82,1
2025-10-22 21:51:04,18,person,0.82,1
2025-10-22 21:51:04,19,person,0.82,1
2025-10-22 21:51:04,20,person,0.82,1
2025-10-22 21:51:04,21,person,0.81,1
2025-10-22 21:51:04,22,person,0.82,1
2025-10-22 21:51:05,23,person,0.82,1
2025-10-22 21:51:05,24,person,0.83,1
2025-10-22 21:51:05,25,person,0.82,1
2025-10-22 21:51:05,26,person,0.84,1
2025-10-22 21:51:05,27,person,0.84,1
2025-10-22 21:51:05,28,person,0.84,1
2025-10-22 21:51:05,29,person,0.83,1
2025-10-22 21:51:05,30,person,0.81,1
2025-10-22 21:51:06,31,person,0.81,1
2025-10-22 21:51:06,32,person,0.80,1
2025-10-22 21:51:06,33,person,0.81,1
2025-10-22 21:51:06,34,person,0.83,1
2025-10-22 21:51:06,35,person,0.83,1
2025-10-22 21:51:06,36,person,0.83,1
2025-10-22 21:51:06,37,person,0.82,1
2025-10-22 21:51:07,38,person,0.81,1
2025-10-22 21:51:07,39,person,0.83,1
2025-10-22 21:51:07,40,person,0.82,1
2025-10-22 21:51:07,41,person,0.83,1
2025-10-22 21:51:07,42,person,0.84,1
2025-10-22 21:51:07,43,person,0.85,1
