Timestamp,Frame,Class,Confidence,People Count
2025-10-22 21:49:06,1,person,0.82,1
2025-10-22 21:49:06,1,person,0.65,2
2025-10-22 21:49:06,1,person,0.64,3
2025-10-22 21:49:06,2,person,0.83,1
2025-10-22 21:49:06,2,person,0.70,2
2025-10-22 21:49:06,2,person,0.68,3
2025-10-22 21:49:06,2,motorcycle,0.61,3
2025-10-22 21:49:06,3,person,0.83,1
2025-10-22 21:49:06,3,person,0.76,2
2025-10-22 21:49:06,3,person,0.65,3
2025-10-22 21:49:06,4,person,0.84,1
2025-10-22 21:49:06,4,person,0.79,2
2025-10-22 21:49:06,4,motorcycle,0.68,2
2025-10-22 21:49:06,4,person,0.64,3
2025-10-22 21:49:06,5,person,0.86,1
2025-10-22 21:49:06,5,person,0.80,2
2025-10-22 21:49:06,5,motorcycle,0.65,2
2025-10-22 21:49:06,5,person,0.65,3
2025-10-22 21:49:07,6,person,0.85,1
2025-10-22 21:49:07,6,person,0.78,2
2025-10-22 21:49:07,6,motorcycle,0.78,2
2025-10-22 21:49:07,6,person,0.62,3
2025-10-22 21:49:07,7,person,0.84,1
2025-10-22 21:49:07,7,person,0.80,2
2025-10-22 21:49:07,7,motorcycle,0.78,2
2025-10-22 21:49:07,7,person,0.61,3
2025-10-22 21:49:07,8,person,0.82,1
2025-10-22 21:49:07,8,person,0.78,2
2025-10-22 21:49:07,8,motorcycle,0.73,2
2025-10-22 21:49:07,9,person,0.83,1
2025-10-22 21:49:07,9,person,0.76,2
2025-10-22 21:49:07,9,person,0.62,3
2025-10-22 21:49:07,9,person,0.61,4
2025-10-22 21:49:07,10,person,0.83,1
2025-10-22 21:49:07,10,person,0.75,2
2025-10-22 21:49:07,10,person,0.61,3
2025-10-22 21:49:07,10,motorcycle,0.60,3
2025-10-22 21:49:07,11,person,0.81,1
2025-10-22 21:49:07,11,person,0.76,2
2025-10-22 21:49:07,12,person,0.82,1
2025-10-22 21:49:07,12,person,0.77,2
2025-10-22 21:49:07,12,person,0.61,3
2025-10-22 21:49:08,13,person,0.81,1
2025-10-22 21:49:08,13,person,0.77,2
2025-10-22 21:49:08,13,person,0.61,3
2025-10-22 21:49:08,13,person,0.60,4
2025-10-22 21:49:08,14,person,0.82,1
2025-10-22 21:49:08,14,person,0.78,2
2025-10-22 21:49:08,14,person,0.65,3
2025-10-22 21:49:08,14,motorcycle,0.63,3
2025-10-22 21:49:08,15,person,0.82,1
2025-10-22 21:49:08,15,person,0.79,2
2025-10-22 21:49:08,15,person,0.63,3
2025-10-22 21:49:08,15,person,0.61,4
2025-10-22 21:49:08,16,person,0.82,1
2025-10-22 21:49:08,16,person,0.78,2
2025-10-22 21:49:08,16,person,0.62,3
2025-10-22 21:49:08,16,person,0.61,4
2025-10-22 21:49:08,16,person,0.60,5
2025-10-22 21:49:08,17,person,0.82,1
2025-10-22 21:49:08,17,person,0.78,2
2025-10-22 21:49:08,17,motorcycle,0.72,2
2025-10-22 21:49:08,17,person,0.65,3
2025-10-22 21:49:08,17,person,0.63,4
2025-10-22 21:49:08,17,person,0.60,5
2025-10-22 21:49:08,18,person,0.82,1
2025-10-22 21:49:08,18,person,0.77,2
2025-10-22 21:49:08,18,motorcycle,0.70,2
2025-10-22 21:49:08,18,person,0.65,3
2025-10-22 21:49:08,19,person,0.82,1
2025-10-22 21:49:08,19,person,0.75,2
2025-10-22 21:49:08,19,person,0.67,3
2025-10-22 21:49:08,20,person,0.82,1
2025-10-22 21:49:08,20,person,0.75,2
2025-10-22 21:49:08,20,person,0.65,3
2025-10-22 21:49:09,21,person,0.81,1
2025-10-22 21:49:09,21,person,0.73,2
2025-10-22 21:49:09,21,motorcycle,0.65,2
2025-10-22 21:49:09,21,person,0.64,3
2025-10-22 21:49:09,21,person,0.61,4
2025-10-22 21:49:09,22,person,0.82,1
2025-10-22 21:49:09,22,person,0.77,2
2025-10-22 21:49:09,22,person,0.63,3
2025-10-22 21:49:09,23,person,0.82,1
2025-10-22 21:49:09,23,person,0.77,2
2025-10-22 21:49:09,24,person,0.83,1
2025-10-22 21:49:09,24,person,0.69,2
2025-10-22 21:49:09,24,person,0.61,3
2025-10-22 21:49:09,25,person,0.82,1
2025-10-22 21:49:09,25,motorcycle,0.72,1
2025-10-22 21:49:09,25,person,0.61,2
2025-10-22 21:49:09,26,person,0.84,1
2025-10-22 21:49:09,26,motorcycle,0.74,1
2025-10-22 21:49:09,27,person,0.84,1
2025-10-22 21:49:09,27,person,0.64,2
2025-10-22 21:49:10,28,person,0.84,1
2025-10-22 21:49:10,28,person,0.62,2
2025-10-22 21:49:10,29,person,0.83,1
2025-10-22 21:49:10,29,motorcycle,0.69,1
2025-10-22 21:49:10,29,person,0.63,2
2025-10-22 21:49:10,30,person,0.81,1
2025-10-22 21:49:10,30,person,0.67,2
2025-10-22 21:49:10,31,person,0.81,1
2025-10-22 21:49:10,31,person,0.71,2
2025-10-22 21:49:10,31,motorcycle,0.60,2
2025-10-22 21:49:10,32,person,0.80,1
2025-10-22 21:49:10,32,person,0.69,2
2025-10-22 21:49:10,32,person,0.64,3
2025-10-22 21:49:10,32,motorcycle,0.62,3
2025-10-22 21:49:10,33,person,0.81,1
2025-10-22 21:49:10,33,person,0.65,2
2025-10-22 21:49:10,33,person,0.63,3
2025-10-22 21:49:10,33,motorcycle,0.63,3
2025-10-22 21:49:10,34,person,0.83,1
2025-10-22 21:49:10,34,person,0.66,2
2025-10-22 21:49:10,34,person,0.63,3
2025-10-22 21:49:10,34,person,0.61,4
2025-10-22 21:49:10,34,motorcycle,0.61,4
2025-10-22 21:49:10,35,person,0.83,1
2025-10-22 21:49:10,35,motorcycle,0.73,1
2025-10-22 21:49:10,35,person,0.66,2
2025-10-22 21:49:11,36,person,0.83,1
2025-10-22 21:49:11,36,motorcycle,0.64,1
2025-10-22 21:49:11,36,person,0.61,2
2025-10-22 21:49:11,37,person,0.82,1
2025-10-22 21:49:11,37,person,0.69,2
2025-10-22 21:49:11,37,person,0.66,3
2025-10-22 21:49:11,37,motorcycle,0.64,3
2025-10-22 21:49:11,38,person,0.81,1
2025-10-22 21:49:11,38,person,0.66,2
2025-10-22 21:49:11,38,motorcycle,0.65,2
2025-10-22 21:49:11,38,person,0.64,3
2025-10-22 21:49:11,38,motorcycle,0.63,3
2025-10-22 21:49:11,39,person,0.83,1
2025-10-22 21:49:11,39,motorcycle,0.72,1
2025-10-22 21:49:11,39,person,0.68,2
2025-10-22 21:49:11,40,person,0.82,1
2025-10-22 21:49:11,40,person,0.69,2
2025-10-22 21:49:11,40,motorcycle,0.68,2
2025-10-22 21:49:11,40,motorcycle,0.63,2
2025-10-22 21:49:11,41,person,0.83,1
2025-10-22 21:49:11,41,motorcycle,0.73,1
2025-10-22 21:49:11,41,person,0.69,2
2025-10-22 21:49:11,42,person,0.84,1
2025-10-22 21:49:11,42,person,0.69,2
2025-10-22 21:49:12,43,person,0.85,1
2025-10-22 21:49:12,43,person,0.69,2
2025-10-22 21:49:12,43,motorcycle,0.69,2
2025-10-22 21:49:12,44,person,0.83,1
2025-10-22 21:49:12,44,motorcycle,0.76,1
2025-10-22 21:49:12,44,person,0.69,2
2025-10-22 21:49:12,45,person,0.86,1
2025-10-22 21:49:12,45,motorcycle,0.76,1
2025-10-22 21:49:12,45,person,0.68,2
2025-10-22 21:49:12,46,person,0.86,1
2025-10-22 21:49:12,46,motorcycle,0.76,1
2025-10-22 21:49:12,46,person,0.69,2
2025-10-22 21:49:12,47,person,0.85,1
2025-10-22 21:49:12,47,motorcycle,0.77,1
2025-10-22 21:49:12,47,person,0.69,2
2025-10-22 21:49:12,48,person,0.83,1
2025-10-22 21:49:12,48,motorcycle,0.71,1
2025-10-22 21:49:12,48,person,0.70,2
2025-10-22 21:49:12,49,person,0.82,1
2025-10-22 21:49:12,49,person,0.67,2
2025-10-22 21:49:12,49,motorcycle,0.65,2
2025-10-22 21:49:12,50,person,0.83,1
2025-10-22 21:49:12,50,motorcycle,0.83,1
2025-10-22 21:49:12,50,person,0.73,2
