Timestamp,Frame,Class,Confidence,People Count
2025-10-22 21:50:04,1,person,0.82,1
2025-10-22 21:50:04,2,person,0.83,1
2025-10-22 21:50:04,2,person,0.70,2
2025-10-22 21:50:04,3,person,0.83,1
2025-10-22 21:50:04,3,person,0.76,2
2025-10-22 21:50:04,4,person,0.84,1
2025-10-22 21:50:04,4,person,0.79,2
2025-10-22 21:50:04,5,person,0.86,1
2025-10-22 21:50:04,5,person,0.80,2
2025-10-22 21:50:04,6,person,0.85,1
2025-10-22 21:50:04,6,person,0.78,2
2025-10-22 21:50:04,6,motorcycle,0.78,2
2025-10-22 21:50:05,7,person,0.84,1
2025-10-22 21:50:05,7,person,0.80,2
2025-10-22 21:50:05,7,motorcycle,0.78,2
2025-10-22 21:50:05,8,person,0.82,1
2025-10-22 21:50:05,8,person,0.78,2
2025-10-22 21:50:05,8,motorcycle,0.73,2
2025-10-22 21:50:05,9,person,0.83,1
2025-10-22 21:50:05,9,person,0.76,2
2025-10-22 21:50:05,10,person,0.83,1
2025-10-22 21:50:05,10,person,0.75,2
2025-10-22 21:50:05,11,person,0.81,1
2025-10-22 21:50:05,11,person,0.76,2
2025-10-22 21:50:05,12,person,0.82,1
2025-10-22 21:50:05,12,person,0.77,2
2025-10-22 21:50:05,13,person,0.81,1
2025-10-22 21:50:05,13,person,0.77,2
2025-10-22 21:50:06,14,person,0.82,1
2025-10-22 21:50:06,14,person,0.78,2
2025-10-22 21:50:06,15,person,0.82,1
2025-10-22 21:50:06,15,person,0.79,2
2025-10-22 21:50:06,16,person,0.82,1
2025-10-22 21:50:06,16,person,0.78,2
2025-10-22 21:50:06,17,person,0.82,1
2025-10-22 21:50:06,17,person,0.78,2
2025-10-22 21:50:06,17,motorcycle,0.72,2
2025-10-22 21:50:06,18,person,0.82,1
2025-10-22 21:50:06,18,person,0.77,2
2025-10-22 21:50:06,19,person,0.82,1
2025-10-22 21:50:06,19,person,0.75,2
2025-10-22 21:50:06,20,person,0.82,1
2025-10-22 21:50:06,20,person,0.75,2
2025-10-22 21:50:07,21,person,0.81,1
2025-10-22 21:50:07,21,person,0.73,2
2025-10-22 21:50:07,22,person,0.82,1
2025-10-22 21:50:07,22,person,0.77,2
2025-10-22 21:50:07,23,person,0.82,1
2025-10-22 21:50:07,23,person,0.77,2
2025-10-22 21:50:07,24,person,0.83,1
2025-10-22 21:50:07,25,person,0.82,1
2025-10-22 21:50:07,25,motorcycle,0.72,1
2025-10-22 21:50:07,26,person,0.84,1
2025-10-22 21:50:07,26,motorcycle,0.74,1
2025-10-22 21:50:07,27,person,0.84,1
2025-10-22 21:50:07,28,person,0.84,1
2025-10-22 21:50:08,29,person,0.83,1
2025-10-22 21:50:08,30,person,0.81,1
2025-10-22 21:50:08,31,person,0.81,1
2025-10-22 21:50:08,31,person,0.71,2
2025-10-22 21:50:08,32,person,0.80,1
2025-10-22 21:50:08,33,person,0.81,1
2025-10-22 21:50:08,34,person,0.83,1
2025-10-22 21:50:08,35,person,0.83,1
2025-10-22 21:50:08,35,motorcycle,0.73,1
2025-10-22 21:50:09,36,person,0.83,1
2025-10-22 21:50:09,37,person,0.82,1
