Timestamp,Frame,Class,Confidence,People Count
2025-10-22 18:46:41,1,person,0.82,1
2025-10-22 18:46:41,1,person,0.65,2
2025-10-22 18:46:41,1,person,0.64,3
2025-10-22 18:46:41,1,person,0.58,4
2025-10-22 18:46:41,1,person,0.55,5
2025-10-22 18:46:41,2,person,0.83,1
2025-10-22 18:46:41,2,person,0.70,2
2025-10-22 18:46:41,2,person,0.68,3
2025-10-22 18:46:41,2,motorcycle,0.61,3
2025-10-22 18:46:41,2,person,0.58,4
2025-10-22 18:46:41,2,person,0.56,5
2025-10-22 18:46:41,3,person,0.83,1
2025-10-22 18:46:41,3,person,0.76,2
2025-10-22 18:46:41,3,person,0.65,3
2025-10-22 18:46:41,3,motorcycle,0.56,3
2025-10-22 18:46:41,3,person,0.53,4
2025-10-22 18:46:41,3,person,0.53,5
2025-10-22 18:46:41,4,person,0.84,1
2025-10-22 18:46:41,4,person,0.79,2
2025-10-22 18:46:41,4,motorcycle,0.68,2
2025-10-22 18:46:41,4,person,0.64,3
2025-10-22 18:46:41,4,person,0.58,4
2025-10-22 18:46:41,4,motorcycle,0.57,4
2025-10-22 18:46:41,4,person,0.54,5
2025-10-22 18:46:41,4,person,0.52,6
2025-10-22 18:46:41,5,person,0.86,1
2025-10-22 18:46:41,5,person,0.80,2
2025-10-22 18:46:41,5,motorcycle,0.65,2
2025-10-22 18:46:41,5,person,0.65,3
2025-10-22 18:46:41,5,person,0.59,4
2025-10-22 18:46:41,5,motorcycle,0.58,4
2025-10-22 18:46:41,5,motorcycle,0.56,4
2025-10-22 18:46:41,5,person,0.54,5
2025-10-22 18:46:41,5,person,0.51,6
2025-10-22 18:46:41,6,person,0.85,1
2025-10-22 18:46:41,6,person,0.78,2
2025-10-22 18:46:41,6,motorcycle,0.78,2
2025-10-22 18:46:41,6,person,0.62,3
2025-10-22 18:46:41,6,person,0.60,4
2025-10-22 18:46:41,6,person,0.58,5
2025-10-22 18:46:41,6,motorcycle,0.56,5
2025-10-22 18:46:41,6,person,0.54,6
2025-10-22 18:46:42,7,person,0.84,1
2025-10-22 18:46:42,7,person,0.80,2
2025-10-22 18:46:42,7,motorcycle,0.78,2
2025-10-22 18:46:42,7,person,0.61,3
2025-10-22 18:46:42,7,person,0.57,4
2025-10-22 18:46:42,7,person,0.56,5
2025-10-22 18:46:42,7,motorcycle,0.55,5
2025-10-22 18:46:42,7,person,0.52,6
2025-10-22 18:46:42,8,person,0.82,1
2025-10-22 18:46:42,8,person,0.78,2
2025-10-22 18:46:42,8,motorcycle,0.73,2
2025-10-22 18:46:42,8,person,0.58,3
2025-10-22 18:46:42,8,person,0.58,4
2025-10-22 18:46:42,8,person,0.57,5
2025-10-22 18:46:42,8,motorcycle,0.55,5
2025-10-22 18:46:42,8,person,0.55,6
2025-10-22 18:46:42,8,person,0.53,7
2025-10-22 18:46:42,8,motorcycle,0.53,7
2025-10-22 18:46:42,8,person,0.52,8
2025-10-22 18:46:42,9,person,0.83,1
2025-10-22 18:46:42,9,person,0.76,2
2025-10-22 18:46:42,9,person,0.62,3
2025-10-22 18:46:42,9,person,0.61,4
2025-10-22 18:46:42,9,person,0.59,5
2025-10-22 18:46:42,9,person,0.57,6
2025-10-22 18:46:42,9,person,0.56,7
2025-10-22 18:46:42,9,motorcycle,0.55,7
2025-10-22 18:46:42,9,motorcycle,0.55,7
2025-10-22 18:46:42,9,motorcycle,0.52,7
2025-10-22 18:46:42,10,person,0.83,1
2025-10-22 18:46:42,10,person,0.75,2
2025-10-22 18:46:42,10,person,0.61,3
2025-10-22 18:46:42,10,motorcycle,0.60,3
2025-10-22 18:46:42,10,person,0.58,4
2025-10-22 18:46:42,10,person,0.56,5
2025-10-22 18:46:42,10,person,0.55,6
2025-10-22 18:46:42,10,person,0.54,7
2025-10-22 18:46:42,10,motorcycle,0.53,7
2025-10-22 18:46:42,10,motorcycle,0.52,7
2025-10-22 18:46:42,11,person,0.81,1
2025-10-22 18:46:42,11,person,0.76,2
2025-10-22 18:46:42,11,person,0.57,3
2025-10-22 18:46:42,11,person,0.56,4
2025-10-22 18:46:42,11,motorcycle,0.55,4
2025-10-22 18:46:42,11,person,0.55,5
2025-10-22 18:46:42,11,motorcycle,0.52,5
2025-10-22 18:46:42,12,person,0.82,1
2025-10-22 18:46:42,12,person,0.77,2
2025-10-22 18:46:42,12,person,0.61,3
2025-10-22 18:46:42,12,person,0.57,4
2025-10-22 18:46:42,12,person,0.53,5
2025-10-22 18:46:42,12,motorcycle,0.50,5
2025-10-22 18:46:42,13,person,0.81,1
2025-10-22 18:46:42,13,person,0.77,2
2025-10-22 18:46:42,13,person,0.61,3
2025-10-22 18:46:42,13,person,0.60,4
2025-10-22 18:46:42,13,motorcycle,0.59,4
2025-10-22 18:46:42,13,motorcycle,0.54,4
2025-10-22 18:46:43,14,person,0.82,1
2025-10-22 18:46:43,14,person,0.78,2
2025-10-22 18:46:43,14,person,0.65,3
2025-10-22 18:46:43,14,motorcycle,0.63,3
2025-10-22 18:46:43,14,person,0.60,4
2025-10-22 18:46:43,14,person,0.52,5
2025-10-22 18:46:43,15,person,0.82,1
2025-10-22 18:46:43,15,person,0.79,2
2025-10-22 18:46:43,15,person,0.63,3
2025-10-22 18:46:43,15,person,0.61,4
2025-10-22 18:46:43,15,person,0.60,5
2025-10-22 18:46:43,15,person,0.57,6
2025-10-22 18:46:43,16,person,0.82,1
2025-10-22 18:46:43,16,person,0.78,2
2025-10-22 18:46:43,16,person,0.62,3
2025-10-22 18:46:43,16,person,0.61,4
2025-10-22 18:46:43,16,person,0.60,5
2025-10-22 18:46:43,16,person,0.60,6
2025-10-22 18:46:43,16,motorcycle,0.53,6
2025-10-22 18:46:43,17,person,0.82,1
2025-10-22 18:46:43,17,person,0.78,2
2025-10-22 18:46:43,17,motorcycle,0.72,2
2025-10-22 18:46:43,17,person,0.65,3
2025-10-22 18:46:43,17,person,0.63,4
2025-10-22 18:46:43,17,person,0.60,5
2025-10-22 18:46:43,17,motorcycle,0.58,5
2025-10-22 18:46:43,17,person,0.57,6
2025-10-22 18:46:43,17,person,0.50,7
2025-10-22 18:46:43,18,person,0.82,1
2025-10-22 18:46:43,18,person,0.77,2
2025-10-22 18:46:43,18,motorcycle,0.70,2
2025-10-22 18:46:43,18,person,0.65,3
2025-10-22 18:46:43,18,person,0.57,4
2025-10-22 18:46:43,18,person,0.52,5
2025-10-22 18:46:43,18,person,0.51,6
2025-10-22 18:46:43,18,person,0.51,7
2025-10-22 18:46:43,19,person,0.82,1
2025-10-22 18:46:43,19,person,0.75,2
2025-10-22 18:46:43,19,person,0.67,3
2025-10-22 18:46:43,19,person,0.54,4
2025-10-22 18:46:43,19,person,0.54,5
2025-10-22 18:46:43,19,person,0.53,6
2025-10-22 18:46:43,19,person,0.52,7
2025-10-22 18:46:43,19,motorcycle,0.51,7
2025-10-22 18:46:43,20,person,0.82,1
2025-10-22 18:46:43,20,person,0.75,2
